Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),451787.39,0.00,3825510.09,,,,,,357909.99,,970581.81,1222243.89,1781008.01,388763.74
Active Decode Throughput Per User (tokens/sec/user),289332.12,0.00,3658824.48,,,,,,276939.66,,535719.40,622705.78,777618.14,189863.68
Active Prefill Throughput (tokens/sec),6627166.66,11309.80,34534700.82,,,,,,5294536.70,,14845531.68,17351210.66,21975969.56,5703848.63
Active Prefill Throughput Per User (tokens/sec/user),639205.42,11309.80,2943083.04,,,,,,647698.93,,1032772.17,1244582.29,1904034.30,371737.23
Active Total Throughput (tokens/sec),6433673.68,1640.10,34534700.82,,,,,,5012807.92,,14774221.39,17257735.98,21952887.88,5737204.22
Credit-to-Start Latency (ms),11.54,0.81,195.71,261664.76,1.14,1.40,1.70,2.36,3.58,7.41,42.22,47.91,85.66,18.72
Decode Duration (ms),0.45,0.00,257.30,10190.63,0.00,0.00,0.00,0.00,0.00,0.61,1.34,1.93,4.14,2.01
E2E Output Token Throughput (tokens/sec/user),15610.79,12.61,181128.71,354037001.86,103.98,241.09,310.89,537.22,3531.32,28331.14,46977.14,57415.12,79519.18,20670.22
Effective Concurrency,5.81,0.00,81.00,,,,,,1.00,,18.00,23.00,34.00,8.55
Effective Decode Concurrency,0.23,0.00,12.00,,,,,,0.00,,1.00,2.00,3.00,0.66
Effective Decode Throughput (tokens/sec),67866.39,0.00,3825510.09,,,,,,0.00,,239785.70,516379.51,1116310.81,220813.27
Effective Decode Throughput Per User (tokens/sec/user),43462.23,0.00,3658824.48,,,,,,0.00,,197916.92,357623.91,586202.86,126889.96
Effective Latency (CO-aware) (ms),23.07,5.38,271.43,523196.68,7.11,8.23,9.06,10.88,14.04,21.34,54.03,75.72,112.41,22.45
Effective Prefill Concurrency,5.58,0.00,81.00,,,,,,1.00,,18.00,23.00,34.00,8.44
Effective Prefill Throughput (tokens/sec),3472900.16,0.00,34534700.82,,,,,,272834.32,,12080374.84,15035913.74,20287935.11,5291834.33
Effective Prefill Throughput Per User (tokens/sec/user),334969.18,0.00,2943083.04,,,,,,105959.33,,888435.06,1043258.59,1670253.83,417523.76
Effective Total Throughput (tokens/sec),3540971.60,0.00,34534700.82,,,,,,373945.38,,12183021.55,15125402.06,20368260.84,5325321.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
