Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),272464.03,0.00,4111164.25,,,,,,240458.27,,617788.61,760353.88,1105654.44,267574.80
Active Decode Throughput Per User (tokens/sec/user),228569.22,0.00,4111164.25,,,,,,205623.39,,515032.43,613281.93,849053.50,215882.51
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),75043.11,0.00,2910652.68,,,,,,0.00,,337256.88,448781.10,761400.29,173670.50
Credit-to-Start Latency (ms),2.69,0.62,48.47,60196.33,0.86,1.03,1.15,1.49,2.15,3.14,4.68,6.09,10.44,2.05
Decode Duration (ms),0.57,0.00,79.79,12721.41,0.00,0.00,0.00,0.00,0.00,0.65,1.46,2.05,5.47,2.25
E2E Output Token Throughput (tokens/sec/user),1999.58,2.32,108491.18,44770492.80,8.74,11.56,14.57,71.54,268.60,1879.60,4476.39,9237.45,25238.14,4944.73
Effective Concurrency,84.27,0.00,128.00,,,,,,104.00,,127.00,128.00,128.00,45.50
Effective Decode Concurrency,0.31,0.00,5.00,,,,,,0.00,,1.00,1.00,2.00,0.57
Effective Decode Throughput (tokens/sec),72061.40,0.00,4111164.25,,,,,,0.00,,323258.53,484743.95,824725.77,182693.87
Effective Decode Throughput Per User (tokens/sec/user),60450.88,0.00,4111164.25,,,,,,0.00,,279382.12,414557.66,655322.86,149962.77
Effective Latency (CO-aware) (ms),172.73,7.34,496.60,3867364.26,12.90,22.97,34.17,94.93,180.27,244.29,292.20,322.79,378.39,94.99
Effective Prefill Concurrency,83.96,0.00,128.00,,,,,,103.00,,127.00,128.00,128.00,45.45
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),72928.30,0.00,2910652.68,,,,,,0.00,,332205.30,442747.95,759218.84,171655.71
