Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),296438.01,0.00,3605121.00,,,,,,225989.75,,658138.18,836392.81,1236826.92,272286.36
Active Decode Throughput Per User (tokens/sec/user),154326.99,0.00,3422649.93,,,,,,133896.44,,310772.22,372196.66,537673.41,121637.97
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),114821.58,0.00,1987795.22,,,,,,0.00,,392423.37,547110.96,885936.72,202608.20
Credit-to-Start Latency (ms),12.07,0.83,176.35,273808.94,1.16,1.46,1.81,2.57,4.07,9.01,42.36,47.78,83.90,18.41
Decode Duration (ms),1.09,0.00,89.17,24650.38,0.00,0.00,0.00,0.00,0.00,1.44,3.17,4.83,10.45,2.44
E2E Output Token Throughput (tokens/sec/user),10920.97,21.93,129677.20,247676642.95,79.08,175.40,221.31,449.98,2596.53,19558.49,32411.31,40157.73,57206.49,14497.12
Effective Concurrency,7.97,0.00,68.00,,,,,,5.00,,21.00,26.00,38.00,9.32
Effective Decode Concurrency,0.56,0.00,15.00,,,,,,0.00,,2.00,3.00,6.00,1.29
Effective Decode Throughput (tokens/sec),77753.13,0.00,3605121.00,,,,,,0.00,,301076.24,489669.23,906005.12,190917.65
Effective Decode Throughput Per User (tokens/sec/user),40478.39,0.00,3422649.93,,,,,,0.00,,172705.29,249168.66,398435.89,92136.82
Effective Latency (CO-aware) (ms),27.88,4.60,213.46,632270.58,8.39,10.35,11.69,14.33,18.68,29.52,60.63,79.19,118.67,23.13
Effective Prefill Concurrency,7.41,0.00,68.00,,,,,,4.00,,20.00,25.00,37.00,9.13
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),77996.01,0.00,1987795.22,,,,,,0.00,,295117.27,466183.26,815450.37,175376.02
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,3.06,1.00,44.00,69440.00,1.00,1.00,1.00,1.00,2.00,4.00,8.00,10.00,16.22,3.48
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,32.96,384.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44
HTTP Connection Overhead (ms),0.02,0.00,32.96,465.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
HTTP Connection Reused (ratio),1.00,0.00,1.00,22597.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.06
HTTP Data Received (KB),40.06,0.50,465.11,908455.12,0.96,0.96,0.96,0.96,6.77,78.83,115.55,136.72,197.18,53.42
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
HTTP DNS Lookup (ms),0.00,0.00,8.18,80.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12
HTTP Duration (excl. conn) (ms),15.69,3.61,140.64,355828.32,6.02,7.26,8.24,10.43,13.52,17.64,24.09,32.86,54.05,9.39
HTTP Receiving (ms),1.11,0.00,89.17,25162.91,0.00,0.00,0.00,0.00,0.16,1.47,3.19,4.85,10.44,2.44
HTTP Sending (ms),0.27,0.06,34.03,6087.26,0.10,0.14,0.16,0.18,0.20,0.23,0.28,0.42,1.74,0.53
HTTP Total Time (ms),15.71,3.61,140.64,356293.84,6.02,7.26,8.24,10.43,13.52,17.64,24.10,32.99,54.95,9.46
HTTP Waiting (TTFB) (ms),14.31,3.44,140.41,324578.16,5.55,6.75,7.60,9.61,12.32,15.84,21.44,29.15,50.65,8.85
Input Sequence Length (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter Chunk Latency (ms),0.01,0.00,54.48,24650.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.14
Inter Token Latency (ms),0.00,0.00,1.16,85.56,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.01
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Count (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
