Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),138871.32,0.00,3301660.57,,,,,,59735.69,,392001.04,558046.29,912445.65,195468.14
Active Decode Throughput Per User (tokens/sec/user),113457.74,0.00,2199723.88,,,,,,52757.48,,313101.81,453479.07,716916.79,153622.74
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),38773.28,0.00,3315829.04,,,,,,0.00,,117923.04,243420.61,577231.71,112811.60
Credit-to-Start Latency (ms),31.28,0.78,813.97,709506.67,1.25,1.97,2.95,5.96,13.35,33.43,77.32,124.06,266.18,51.08
Decode Duration (ms),0.59,0.00,275.28,13376.13,0.00,0.00,0.00,0.00,0.00,0.00,1.02,2.76,11.31,3.81
E2E Output Token Throughput (tokens/sec/user),10050.45,4.01,118645.09,227934239.23,36.70,101.52,170.28,401.02,2375.33,15617.26,31929.63,41509.93,61220.95,14691.85
Effective Concurrency,12.38,0.00,43.00,,,,,,11.00,,24.00,28.00,35.00,8.41
Effective Decode Concurrency,0.31,0.00,6.00,,,,,,0.00,,1.00,1.00,2.00,0.58
Effective Decode Throughput (tokens/sec),35748.72,0.00,3301660.57,,,,,,0.00,,90370.97,222357.85,612594.24,116284.65
Effective Decode Throughput Per User (tokens/sec/user),29206.24,0.00,2199723.88,,,,,,0.00,,77038.21,176647.58,499053.83,92389.16
Effective Latency (CO-aware) (ms),55.89,6.04,987.90,1267633.25,9.32,11.98,14.02,18.80,30.62,59.71,123.53,187.29,378.80,71.83
Effective Prefill Concurrency,12.07,0.00,43.00,,,,,,11.00,,24.00,28.00,35.00,8.33
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),36360.59,0.00,3315829.04,,,,,,0.00,,106678.32,232612.26,562389.18,109646.14
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1.27,1.00,19.00,28878.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00,0.71
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.29,0.00,415.45,6574.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.58
HTTP Connection Overhead (ms),0.30,0.00,415.45,6741.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.59
HTTP Connection Reused (ratio),1.00,0.00,1.00,22576.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.07
HTTP Data Received (KB),41.07,0.51,476.84,931338.21,0.98,0.98,0.98,0.98,6.94,80.81,118.46,140.17,202.15,54.77
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
HTTP DNS Lookup (ms),0.01,0.00,14.19,167.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
HTTP Duration (excl. conn) (ms),24.23,3.67,564.38,549481.11,5.25,6.67,7.72,10.37,15.21,25.28,46.44,71.94,158.01,30.20
HTTP Receiving (ms),0.62,0.00,275.27,13948.71,0.00,0.00,0.00,0.00,0.00,0.00,1.13,2.90,11.52,3.82
HTTP Sending (ms),1.17,0.06,415.74,26497.49,0.07,0.12,0.15,0.18,0.22,0.28,1.81,4.18,15.37,8.18
HTTP Total Time (ms),24.53,3.67,909.16,556222.65,5.25,6.67,7.72,10.37,15.21,25.29,46.66,72.44,160.27,33.24
HTTP Waiting (TTFB) (ms),22.45,3.50,562.04,509034.91,4.86,6.09,7.06,9.42,13.98,23.40,43.48,68.17,148.89,28.02
Input Sequence Length (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter Chunk Latency (ms),0.00,0.00,160.07,13376.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27
Inter Token Latency (ms),0.00,0.00,0.80,29.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Count (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Throughput Per User (tokens/sec/user),316161.17,1251.53,1756867.91,1132805488.89,14408.30,35993.74,60081.75,128309.19,269540.38,459087.57,631578.37,750367.85,992984.63,231742.22
Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Request Latency (ms),24.58,3.77,564.45,557491.64,5.37,6.80,7.87,10.54,15.45,25.60,47.05,72.95,160.88,30.50
Time to First Output Token (ms),23.99,3.77,564.45,544115.51,5.30,6.62,7.64,10.16,14.86,24.90,46.13,71.83,159.41,30.25
Time to First Token (ms),23.99,3.77,564.45,544115.51,5.30,6.62,7.64,10.16,14.86,24.90,46.13,71.83,159.41,30.25
Time to Second Token (ms),0.00,0.00,1.60,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Tokens In Flight (tokens),117.07,0.00,3128.00,,,,,,0.00,,419.00,839.00,1162.00,278.49
Usage Completion Tokens (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Usage Prompt Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86

Metric,Value
Benchmark Duration (sec),44.99
Input Token Throughput (tokens/sec),0.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),86130.81
Replay Schedule Degraded,0.00
Replay Schedule Lag p50 (ms),16.70
Replay Schedule Lag p90 (ms),86.19
Replay Schedule Lag p99 (ms),273.47
Request Count,22679.00
Request Throughput (requests/sec),503.09
Total Input Sequence Length (tokens),0.00
Total Output Sequence Length (tokens),3882702.00
Total Output Tokens (tokens),3882702.00
Total Token Throughput (tokens/sec),86130.81
Total Usage Completion Tokens (tokens),3882702.00
Total Usage Prompt Tokens (tokens),0.00
Total Usage Total Tokens (tokens),3882702.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
