Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),361255.39,0.00,4094045.19,,,,,,285658.03,,766510.21,964741.66,1397453.88,306622.70
Active Decode Throughput Per User (tokens/sec/user),257433.81,0.00,2753822.84,,,,,,221619.07,,511945.64,621539.34,854617.85,190572.52
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),88152.26,0.00,3176405.14,,,,,,0.00,,346191.49,534083.49,953065.08,205907.71
Credit-to-Start Latency (ms),3.76,0.81,52.13,85194.55,1.17,1.40,1.67,2.20,3.10,4.51,6.36,8.06,13.46,2.66
Decode Duration (ms),0.51,0.00,22.74,11622.41,0.00,0.00,0.00,0.00,0.00,0.62,1.67,2.56,5.09,1.13
E2E Output Token Throughput (tokens/sec/user),8929.36,18.06,119009.06,202509010.16,70.17,114.02,148.34,365.65,1884.60,15310.99,26843.57,34257.34,50738.23,12469.67
Effective Concurrency,10.50,0.00,63.00,,,,,,10.00,,22.00,25.00,32.00,8.74
Effective Decode Concurrency,0.27,0.00,8.00,,,,,,0.00,,1.00,2.00,3.00,0.66
Effective Decode Throughput (tokens/sec),69359.96,0.00,4094045.19,,,,,,0.00,,272405.98,489819.79,951666.13,195695.62
Effective Decode Throughput Per User (tokens/sec/user),49425.88,0.00,2753822.84,,,,,,0.00,,214055.66,348030.04,614702.89,131353.76
Effective Latency (CO-aware) (ms),24.59,5.90,118.09,557730.14,9.63,12.09,13.71,17.40,22.43,29.30,37.57,44.18,59.50,10.63
Effective Prefill Concurrency,10.23,0.00,63.00,,,,,,10.00,,22.00,25.00,32.00,8.75
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),70106.87,0.00,3176405.14,,,,,,0.00,,290371.68,465745.19,896540.97,187039.90
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
