Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),93331.12,0.00,3164361.50,,,,,,37153.07,,254746.56,348707.17,569736.64,125078.41
Active Decode Throughput Per User (tokens/sec/user),15813.45,0.00,1699449.14,,,,,,4336.35,,38457.52,68891.84,169783.14,35057.82
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),85208.40,0.00,998857.55,,,,,,83521.58,,140998.22,172914.85,274588.01,54911.14
Credit-to-Start Latency (ms),3.68,0.68,32.10,83509.44,1.08,1.34,1.62,2.25,3.18,4.51,6.25,7.68,11.40,2.16
Decode Duration (ms),19.49,0.00,679.82,442125.32,0.00,0.00,0.00,0.00,0.16,22.35,69.31,100.44,169.69,39.46
E2E Output Token Throughput (tokens/sec/user),2716.14,4.36,62063.52,61602068.14,16.22,31.31,50.88,164.98,863.73,3200.01,7417.10,11552.77,23320.14,4707.59
Effective Concurrency,40.86,0.00,128.00,,,,,,32.00,,88.00,108.00,125.00,30.81
Effective Decode Concurrency,9.91,0.00,39.00,,,,,,9.00,,20.00,23.00,29.00,7.56
Effective Decode Throughput (tokens/sec),83222.99,0.00,3164361.50,,,,,,27870.97,,238977.41,333583.92,554057.19,121620.14
Effective Decode Throughput Per User (tokens/sec/user),14100.78,0.00,1699449.14,,,,,,3180.29,,34505.05,63121.21,162034.89,33467.73
Effective Latency (CO-aware) (ms),84.94,6.93,839.95,1926326.78,12.41,17.57,21.86,34.50,62.15,114.69,181.43,218.57,326.26,69.79
Effective Prefill Concurrency,30.95,0.00,119.00,,,,,,23.00,,70.00,87.00,105.00,25.46
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),83729.69,0.00,998857.55,,,,,,82557.73,,140213.80,171886.97,273731.80,55558.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,10.06,1.00,302.00,228154.00,1.00,1.00,1.00,1.00,2.00,14.00,30.00,41.00,71.00,15.92
HTTP Chunks Sent,1.00,1.00,1.00,22680.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
