Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),54771.73,0.00,2960669.27,,,,,,25153.31,,134388.23,208217.92,436519.60,88611.07
Active Decode Throughput Per User (tokens/sec/user),31503.12,0.00,2960669.27,,,,,,15852.91,,66883.21,109429.27,280689.86,55650.73
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),27182.92,0.00,1547829.51,,,,,,0.00,,83066.86,130931.48,274371.05,59223.65
Credit-to-Start Latency (ms),107.35,0.91,2632.82,1610756.17,1.73,3.45,5.20,11.31,32.57,103.08,292.92,503.53,977.70,199.70
Decode Duration (ms),2.59,0.00,633.09,38807.35,0.00,0.00,0.00,0.00,0.00,0.00,5.37,12.93,46.09,14.00
E2E Output Token Throughput (tokens/sec/user),3041.23,2.34,54853.04,45633631.92,7.84,25.77,43.12,112.02,647.43,4253.63,9881.01,13327.46,20479.92,4856.48
Effective Concurrency,32.56,0.00,90.00,,,,,,31.00,,60.00,65.00,75.00,20.28
Effective Decode Concurrency,0.88,0.00,11.00,,,,,,0.00,,2.00,3.00,5.00,1.23
Effective Decode Throughput (tokens/sec),26823.34,0.00,2960669.27,,,,,,0.00,,73792.15,132313.58,330919.06,67786.46
Effective Decode Throughput Per User (tokens/sec/user),15427.96,0.00,2960669.27,,,,,,0.00,,39669.44,65947.80,196266.46,42008.29
Effective Latency (CO-aware) (ms),205.53,11.70,3325.92,3083975.57,23.71,33.09,39.89,58.14,98.11,207.84,502.35,833.60,1461.42,290.12
Effective Prefill Concurrency,31.68,0.00,88.00,,,,,,30.00,,59.00,64.00,73.00,19.70
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),27105.76,0.00,1547829.51,,,,,,0.00,,82793.32,130763.55,274371.05,59157.21
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1.35,1.00,19.00,20303.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,5.00,0.92
HTTP Chunks Sent,1.00,1.00,1.00,15005.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.85,0.00,1100.01,12777.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.51
HTTP Connection Overhead (ms),0.92,0.00,1100.01,13769.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.97
HTTP Connection Reused (ratio),0.99,0.00,1.00,14871.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.09
HTTP Data Received (KB),41.15,0.51,476.84,617525.59,0.98,0.98,0.98,2.18,6.94,81.53,119.65,141.76,202.80,55.57
HTTP Data Sent (KB),29.66,3.77,127.48,445077.78,4.01,4.47,7.93,13.95,26.59,31.03,58.30,79.97,115.28,22.02
HTTP DNS Lookup (ms),0.07,0.00,112.99,992.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06
HTTP Duration (excl. conn) (ms),97.36,7.36,2249.37,1460947.84,15.00,21.27,25.64,35.49,55.90,99.97,203.82,324.31,683.05,128.65
HTTP Receiving (ms),2.65,0.00,633.08,39719.19,0.00,0.00,0.00,0.00,0.00,0.00,5.64,13.23,46.64,14.04
HTTP Sending (ms),2.60,0.07,1100.27,38954.10,0.09,0.12,0.14,0.19,0.24,0.30,2.05,7.60,50.23,21.22
HTTP Total Time (ms),98.28,7.36,2534.52,1474717.37,15.00,21.31,25.65,35.51,56.05,100.50,205.95,328.96,689.99,133.56
HTTP Waiting (TTFB) (ms),92.12,7.08,2249.09,1382274.55,14.26,19.89,23.98,33.02,51.75,94.32,191.98,314.23,668.19,124.47
Input Sequence Length (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter Chunk Latency (ms),0.02,0.00,633.09,38807.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05
Inter Token Latency (ms),0.01,0.00,2.05,89.15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.03
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.57,1.00,2000.00,2574470.00,3.00,3.00,3.00,8.00,28.00,341.00,501.00,593.80,849.96,233.20
Output Token Count (tokens),171.57,1.00,2000.00,2574470.00,3.00,3.00,3.00,8.00,28.00,341.00,501.00,593.80,849.96,233.20
Output Token Throughput Per User (tokens/sec/user),119910.08,488.79,1524564.98,322678024.12,3486.85,8845.86,14112.82,30620.43,65204.34,141381.96,295166.31,406598.17,758558.13,155652.08
Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Request Latency (ms),98.12,7.45,2249.50,1472285.16,15.20,21.40,25.85,35.71,56.28,100.82,205.71,329.06,688.55,129.45
Time to First Output Token (ms),95.53,7.36,2249.50,1433477.81,14.87,20.57,24.75,34.07,53.60,97.80,199.36,323.89,683.16,128.95
Time to First Token (ms),95.53,7.36,2249.50,1433477.81,14.87,20.57,24.75,34.07,53.60,97.80,199.36,323.89,683.16,128.95
Time to Second Token (ms),0.00,0.00,0.85,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Tokens In Flight (tokens),330.67,0.00,4880.00,,,,,,0.00,,1046.00,1425.00,2123.00,519.35
Usage Completion Tokens (tokens),171.57,1.00,2000.00,2574470.00,3.00,3.00,3.00,8.00,28.00,341.00,501.00,593.80,849.96,233.20
Usage Prompt Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),171.57,1.00,2000.00,2574470.00,3.00,3.00,3.00,8.00,28.00,341.00,501.00,593.80,849.96,233.20

Metric,Value
Benchmark Duration (sec),45.12
Input Token Throughput (tokens/sec),0.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),56890.77
Replay Schedule Degraded,1.00
Replay Schedule Lag p50 (ms),9208.84
Replay Schedule Lag p90 (ms),14064.33
Replay Schedule Lag p99 (ms),14867.00
Request Count,15005.00
Request Throughput (requests/sec),331.58
Total Input Sequence Length (tokens),0.00
Total Output Sequence Length (tokens),2574470.00
Total Output Tokens (tokens),2574470.00
Total Token Throughput (tokens/sec),56890.77
Total Usage Completion Tokens (tokens),2574470.00
Total Usage Prompt Tokens (tokens),0.00
Total Usage Total Tokens (tokens),2574470.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
