Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),385522.60,0.00,3404938.55,,,,,,303996.08,,828268.88,1039209.40,1544465.90,337235.74
Active Decode Throughput Per User (tokens/sec/user),272047.23,0.00,2831423.70,,,,,,239397.03,,543957.47,645128.43,876807.41,202279.69
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),92181.86,0.00,3179264.04,,,,,,0.00,,361199.13,570182.38,1039539.81,221937.38
Credit-to-Start Latency (ms),7.28,0.75,150.46,165137.51,1.00,1.12,1.22,1.55,2.49,4.63,33.48,38.52,72.80,13.47
Decode Duration (ms),0.43,0.00,35.23,9732.56,0.00,0.00,0.00,0.00,0.00,0.46,1.41,2.25,4.58,1.05
E2E Output Token Throughput (tokens/sec/user),9653.60,20.94,119723.69,218933949.57,79.63,127.30,165.08,418.89,2067.40,16728.61,28638.82,36432.01,54145.14,13309.89
Effective Concurrency,9.47,0.00,64.00,,,,,,7.00,,23.00,27.00,39.00,10.02
Effective Decode Concurrency,0.23,0.00,8.00,,,,,,0.00,,1.00,1.00,3.00,0.59
Effective Decode Throughput (tokens/sec),62941.05,0.00,3404938.55,,,,,,0.00,,224603.25,476300.87,974381.83,197156.96
Effective Decode Throughput Per User (tokens/sec/user),44414.24,0.00,2831423.70,,,,,,0.00,,180151.30,346704.14,617456.02,129577.15
Effective Latency (CO-aware) (ms),26.07,5.99,176.04,591335.30,9.24,11.62,13.14,16.28,20.90,27.98,49.01,63.25,93.70,17.27
Effective Prefill Concurrency,9.24,0.00,64.00,,,,,,6.00,,23.00,27.00,39.00,10.00
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),63692.13,0.00,3179264.04,,,,,,0.00,,248971.66,453231.64,929624.73,189334.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1.61,1.00,25.00,36616.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00,6.00,1.18
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,15.92,268.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
HTTP Connection Overhead (ms),0.02,0.00,17.90,368.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40
HTTP Connection Reused (ratio),1.00,0.00,1.00,22605.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.06
HTTP Data Received (KB),41.07,0.51,476.84,931338.21,0.98,0.98,0.98,0.98,6.94,80.81,118.46,140.17,202.15,54.77
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
