Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),159633.29,0.00,3921823.54,,,,,,90144.93,,399744.88,534219.71,852487.40,184667.91
Active Decode Throughput Per User (tokens/sec/user),104995.97,0.00,3921823.54,,,,,,58383.27,,259781.60,358215.71,578307.32,122725.96
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),69563.94,0.00,1889453.15,,,,,,0.00,,224777.84,331007.42,600589.70,129327.20
Decode Duration (error-adjusted) (ms),,0.00,,,0.00,0.00,0.00,0.00,0.00,0.85,4.20,7.00,14.95,
Inter Token Latency (error-adjusted) (ms),,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,
Request Latency (error-adjusted) (ms),,5.19,,,9.47,12.43,14.35,18.20,23.99,32.16,43.28,52.11,76.84,
Time to First Token (error-adjusted) (ms),,5.19,,,9.24,12.08,13.88,17.54,22.85,30.47,41.00,49.69,73.95,
Credit-to-Start Latency (ms),9.58,0.89,307.82,217154.96,1.27,1.63,2.05,3.27,5.79,10.93,19.72,28.84,63.20,12.90
Decode Duration (ms),1.26,0.00,90.47,28595.64,0.00,0.00,0.00,0.00,0.00,0.85,4.20,6.99,14.92,3.42
E2E Output Token Throughput (tokens/sec/user),6602.39,7.03,96008.35,149728902.75,55.00,91.62,120.11,287.01,1461.16,11252.17,19773.73,24971.97,37048.88,9125.25
Effective Concurrency,13.71,0.00,45.00,,,,,,14.00,,24.00,27.00,33.00,8.03
Effective Decode Concurrency,0.66,0.00,9.00,,,,,,0.00,,2.00,3.00,4.00,1.01
Effective Decode Throughput (tokens/sec),65105.38,0.00,3921823.54,,,,,,0.00,,220037.68,360824.28,672313.17,141642.71
Effective Decode Throughput Per User (tokens/sec/user),42821.59,0.00,3921823.54,,,,,,0.00,,138147.92,230761.64,458869.85,93835.81
Effective Latency (CO-aware) (ms),36.78,7.38,437.97,834129.47,13.19,16.82,19.14,24.07,31.87,43.62,58.37,72.08,112.96,20.49
Effective Prefill Concurrency,13.05,0.00,44.00,,,,,,13.00,,23.00,26.00,32.00,7.95
