Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),406936.29,0.00,5709874.08,,,,,,327163.47,,855693.56,1071138.90,1558647.20,337780.75
Active Decode Throughput Per User (tokens/sec/user),270034.26,0.00,2864717.68,,,,,,247476.74,,508253.01,598807.36,771640.91,179511.85
Active Prefill Throughput (tokens/sec),4334871.07,19547.57,20622578.86,,,,,,4191090.81,,7645589.27,8720572.30,11275181.68,2550825.56
Active Prefill Throughput Per User (tokens/sec/user),324424.99,19547.57,2775726.28,,,,,,304711.18,,480232.79,548812.83,804157.57,134239.54
Active Total Throughput (tokens/sec),4307799.69,484.95,20696803.45,,,,,,4168834.07,,7645589.27,8703768.66,11272963.06,2569993.81
Credit-to-Start Latency (ms),3.12,0.66,29.41,70733.73,0.97,1.13,1.24,1.59,2.44,3.92,5.87,7.24,11.31,2.21
Decode Duration (ms),0.53,0.00,127.57,11961.72,0.00,0.00,0.00,0.00,0.00,0.73,1.60,2.34,4.64,1.31
E2E Output Token Throughput (tokens/sec/user),7941.47,17.33,103544.03,180104533.64,69.45,104.86,127.92,346.26,1602.39,13689.99,23418.03,29950.71,46885.06,11161.48
Effective Concurrency,11.53,0.00,48.00,,,,,,12.00,,23.00,26.00,32.00,8.81
Effective Decode Concurrency,0.27,0.00,12.00,,,,,,0.00,,1.00,2.00,3.00,0.71
Effective Decode Throughput (tokens/sec),72462.90,0.00,5709874.08,,,,,,0.00,,285435.68,519042.68,1038488.53,211077.25
Effective Decode Throughput Per User (tokens/sec/user),48084.17,0.00,2864717.68,,,,,,0.00,,218393.36,356806.75,584163.74,128103.10
Effective Latency (CO-aware) (ms),26.00,5.36,157.90,589543.70,9.68,13.06,15.40,19.78,25.15,30.82,36.59,42.10,55.58,9.14
Effective Prefill Concurrency,11.25,0.00,48.00,,,,,,12.00,,23.00,26.00,32.00,8.86
Effective Prefill Throughput (tokens/sec),3472909.64,0.00,20622578.86,,,,,,3303522.19,,7287869.03,8344812.59,10938711.72,2864682.75
Effective Prefill Throughput Per User (tokens/sec/user),259915.15,0.00,2775726.28,,,,,,272784.83,,455417.08,524106.12,764481.38,176646.90
Effective Total Throughput (tokens/sec),3545658.39,0.00,20696803.45,,,,,,3396418.64,,7340543.67,8385739.66,10972398.65,2852826.56
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1.82,1.00,16.00,41217.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00,6.00,1.18
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,16.26,278.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
HTTP Connection Overhead (ms),0.02,0.00,28.27,403.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51
HTTP Connection Reused (ratio),1.00,0.00,1.00,22626.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.05
HTTP Data Received (KB),40.06,0.50,465.12,908568.15,0.97,0.97,0.97,0.97,6.78,78.83,115.55,136.73,197.18,53.42
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
HTTP DNS Lookup (ms),0.01,0.00,12.01,125.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
HTTP Duration (excl. conn) (ms),22.75,4.21,149.77,515981.94,7.35,10.66,12.85,16.73,21.71,27.31,33.14,38.48,52.49,8.89
HTTP Receiving (ms),0.54,0.00,127.56,12345.34,0.00,0.00,0.00,0.00,0.00,0.75,1.62,2.36,4.67,1.32
HTTP Sending (ms),0.30,0.06,16.74,6707.74,0.13,0.15,0.17,0.19,0.21,0.24,0.32,0.69,2.07,0.49
HTTP Total Time (ms),22.77,4.21,149.77,516385.29,7.35,10.66,12.85,16.74,21.71,27.33,33.16,38.58,52.75,8.92
HTTP Waiting (TTFB) (ms),21.91,3.84,86.44,496928.86,6.90,10.02,12.24,16.04,20.89,26.34,32.01,37.21,51.40,8.69
Input Sequence Length (tokens),6891.18,919.00,29826.00,156285043.00,923.00,1004.90,1745.40,3219.00,6278.00,7268.00,13511.40,18496.20,26597.22,5097.53
Inter Chunk Latency (ms),0.00,0.00,127.23,11961.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
Inter Token Latency (ms),0.00,0.00,0.42,55.95,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Count (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Throughput Per User (tokens/sec/user),310722.35,2382.98,943944.50,3113127253.73,29302.52,77851.81,101328.06,157829.89,300801.64,429033.27,554609.38,625216.57,739107.07,173473.66
Prefill Throughput Per User (tokens/sec/user),341116.03,13710.06,2775729.95,7736170337.81,32388.16,54382.73,86114.24,166511.52,280900.24,431291.47,672355.20,867444.26,1256953.31,257294.64
Request Latency (ms),22.86,4.28,149.89,518443.79,7.44,10.75,12.94,16.84,21.82,27.41,33.26,38.59,52.58,8.89
Time to First Output Token (ms),22.33,4.16,86.73,506482.06,7.25,10.41,12.63,16.45,21.31,26.75,32.46,37.68,51.72,8.71
Time to First Token (ms),22.33,4.16,86.73,506482.06,7.25,10.41,12.63,16.45,21.31,26.75,32.46,37.68,51.72,8.71
