Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),118894.36,0.00,2043576.26,,,,,,84953.58,,281127.00,359184.17,543050.77,122782.42
Active Decode Throughput Per User (tokens/sec/user),32310.35,0.00,2043576.26,,,,,,21618.00,,73251.16,100953.64,173922.03,37009.48
Active Prefill Throughput (tokens/sec),4833231.39,16047.17,24901709.92,,,,,,3570294.60,,11313444.12,13369341.50,16887819.82,4370600.48
Active Prefill Throughput Per User (tokens/sec/user),546934.48,16047.17,2940948.16,,,,,,526614.24,,907927.41,1050963.21,1479806.52,295096.85
Active Total Throughput (tokens/sec),4063861.67,364.56,24938074.80,,,,,,2366197.22,,10731092.31,12828205.80,16649022.94,4350541.80
Credit-to-Start Latency (ms),6.44,0.78,129.19,146131.91,1.18,1.44,1.78,2.79,4.00,5.87,9.40,21.56,46.55,9.53
Decode Duration (ms),5.41,0.00,117.26,122715.23,0.00,0.00,0.00,0.00,1.23,8.45,15.23,20.08,43.55,8.61
E2E Output Token Throughput (tokens/sec/user),7922.06,14.55,60521.34,179664287.92,76.01,172.86,239.30,532.87,2975.40,14323.44,22093.86,26468.61,34896.68,9298.49
Effective Concurrency,9.38,0.00,65.00,,,,,,7.00,,21.00,25.00,33.00,8.42
Effective Decode Concurrency,2.96,0.00,28.00,,,,,,2.00,,7.00,9.00,13.00,3.22
Effective Decode Throughput (tokens/sec),84392.19,0.00,2043576.26,,,,,,31419.48,,242018.43,320732.72,503563.56,116672.37
Effective Decode Throughput Per User (tokens/sec/user),22934.14,0.00,2043576.26,,,,,,10771.69,,61239.17,86891.11,156982.66,34456.64
Effective Latency (CO-aware) (ms),25.07,5.00,157.28,568618.36,7.04,8.86,10.41,14.36,21.04,29.60,45.60,60.19,84.65,16.30
Effective Prefill Concurrency,6.43,0.00,65.00,,,,,,3.00,,18.00,22.00,29.00,7.69
Effective Prefill Throughput (tokens/sec),3471448.43,0.00,24901709.92,,,,,,1447485.01,,10202156.71,12398380.20,16335395.54,4295043.47
Effective Prefill Throughput Per User (tokens/sec/user),392833.42,0.00,2940948.16,,,,,,383739.50,,841547.73,981276.97,1361253.53,350831.07
Effective Total Throughput (tokens/sec),3556416.21,0.00,24938074.80,,,,,,1584001.59,,10259782.23,12457827.49,16385061.15,4285849.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8.76,1.00,123.00,198659.00,1.00,1.00,1.00,2.00,3.00,14.00,23.00,29.00,43.00,10.39
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.05,0.00,90.05,1064.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36
HTTP Connection Overhead (ms),0.06,0.00,142.37,1374.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92
HTTP Connection Reused (ratio),1.00,0.00,1.00,22604.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.06
HTTP Data Received (KB),53.75,0.90,623.60,1219088.88,1.52,1.52,1.52,1.55,9.33,105.67,154.87,183.09,263.29,71.38
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
HTTP DNS Lookup (ms),0.01,0.00,59.17,309.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66
HTTP Duration (excl. conn) (ms),18.49,3.05,145.39,419437.42,4.91,6.09,7.18,9.89,15.49,22.92,31.98,43.84,66.60,12.59
HTTP Receiving (ms),5.88,0.00,117.27,133300.68,0.00,0.00,0.00,0.34,1.91,8.83,15.64,20.73,45.85,8.94
HTTP Sending (ms),0.34,0.06,90.45,7758.42,0.13,0.16,0.17,0.19,0.22,0.25,0.34,0.70,2.16,1.44
HTTP Total Time (ms),18.56,3.05,272.83,420811.49,4.91,6.09,7.18,9.89,15.50,22.94,32.06,43.99,67.03,12.95
HTTP Waiting (TTFB) (ms),12.27,2.73,115.97,278378.32,3.84,4.78,5.50,7.17,9.99,14.35,21.47,26.62,49.59,8.37
Input Sequence Length (tokens),6891.18,919.00,29826.00,156285043.00,923.00,1004.90,1745.40,3219.00,6278.00,7268.00,13511.40,18496.20,26597.22,5097.53
Inter Chunk Latency (ms),0.03,0.00,65.09,122715.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.40
Inter Token Latency (ms),0.08,0.00,24.76,1723.57,0.00,0.00,0.00,0.00,0.02,0.04,0.10,0.24,1.39,0.37
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Count (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Throughput Per User (tokens/sec/user),48382.89,40.39,488083.98,769578255.41,568.87,2528.45,6723.77,19343.74,35934.69,60052.98,106914.48,141152.89,219869.63,46563.79
Prefill Throughput Per User (tokens/sec/user),627124.13,14569.86,3858757.85,14222548127.07,58540.75,113884.18,165070.79,316714.07,549709.83,841195.52,1180731.67,1415082.41,1992268.48,419352.74
Request Latency (ms),18.17,3.15,130.69,411980.68,4.80,5.99,7.00,9.64,15.22,22.68,31.61,42.31,64.85,12.32
Time to First Output Token (ms),12.75,3.10,116.58,289265.45,4.22,5.14,5.87,7.58,10.45,14.86,22.03,27.18,50.16,8.53
Time to First Token (ms),12.75,3.10,116.58,289265.45,4.22,5.14,5.87,7.58,10.45,14.86,22.03,27.18,50.16,8.53
Time to Second Token (ms),0.18,0.00,43.66,4140.85,0.00,0.00,0.00,0.00,0.00,0.00,0.30,1.16,3.71,0.87
Tokens In Flight (tokens),72360.82,0.00,427323.78,,,,,,60741.87,,157295.50,187915.16,255658.26,62486.78
Usage Completion Tokens (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Usage Prompt Tokens (tokens),6891.18,919.00,29826.00,156285043.00,923.00,1004.90,1745.40,3219.00,6278.00,7268.00,13511.40,18496.20,26597.22,5097.53
Usage Total Tokens (tokens),7062.38,922.00,30029.00,160167745.00,1036.78,1402.00,2138.00,3274.00,6323.00,7322.00,13866.20,18867.10,27040.98,5152.20

Metric,Value
Benchmark Duration (sec),44.83
Input Token Throughput (tokens/sec),3471448.42
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),86243.70
Replay Schedule Degraded,0.00
Replay Schedule Lag p50 (ms),5.93
Replay Schedule Lag p90 (ms),11.83
Replay Schedule Lag p99 (ms),52.09
Request Count,22679.00
Request Throughput (requests/sec),503.75
Total Input Sequence Length (tokens),156285043.00
Total Output Sequence Length (tokens),3882702.00
Total Output Tokens (tokens),3882702.00
Total Token Throughput (tokens/sec),3557692.12
Total Usage Completion Tokens (tokens),3882702.00
Total Usage Prompt Tokens (tokens),156285043.00
Total Usage Total Tokens (tokens),160167745.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
