Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),62172.09,0.00,2538895.04,,,,,,45388.04,,109733.82,161742.26,403528.49,73745.95
Active Decode Throughput Per User (tokens/sec/user),14029.83,0.00,1549253.35,,,,,,6440.28,,22501.65,42582.31,165150.83,36071.33
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),56424.81,0.00,2486077.87,,,,,,51090.19,,99788.30,122013.85,229267.10,50515.62
Credit-to-Start Latency (ms),15.96,0.73,663.72,270764.64,1.17,1.58,2.05,3.54,6.83,14.65,32.99,57.89,164.30,32.08
Decode Duration (ms),16.30,0.00,595.63,276513.27,0.00,0.00,0.00,0.00,0.00,15.36,57.59,88.36,164.35,37.35
E2E Output Token Throughput (tokens/sec/user),978.25,1.18,52873.71,16596007.96,3.64,6.92,10.68,38.39,188.95,1095.64,2408.02,3757.65,11901.07,2245.83
Effective Concurrency,114.74,0.00,129.00,,,,,,119.00,,126.00,127.00,128.00,19.34
Effective Decode Concurrency,6.20,0.00,25.00,,,,,,6.00,,12.00,14.00,17.00,4.32
Effective Decode Throughput (tokens/sec),55929.41,0.00,2538895.04,,,,,,41506.32,,103756.93,152010.97,389661.79,72398.64
Effective Decode Throughput Per User (tokens/sec/user),12621.09,0.00,1549253.35,,,,,,5959.69,,20555.63,38436.48,153284.25,34471.33
Effective Latency (CO-aware) (ms),322.31,10.17,1781.00,5468015.10,25.02,48.69,76.34,147.44,264.75,425.12,652.43,820.09,1148.13,242.66
Effective Prefill Concurrency,108.54,0.00,129.00,,,,,,112.00,,122.00,125.00,128.00,19.20
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),56308.36,0.00,2486077.87,,,,,,51033.76,,99725.27,121979.80,228752.65,50528.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2.14,1.00,28.00,36274.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,6.00,9.00,1.94
HTTP Chunks Sent,1.00,1.00,1.00,16965.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,222.99,3161.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92
HTTP Connection Overhead (ms),0.22,0.00,239.25,3712.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61
HTTP Connection Reused (ratio),0.99,0.00,1.00,16827.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.09
HTTP Data Received (KB),41.22,0.51,476.84,699301.16,0.98,0.98,0.98,1.70,6.94,81.53,119.65,141.57,203.22,55.44
HTTP Data Sent (KB),29.57,3.77,127.48,501691.68,4.02,4.45,7.80,13.95,26.64,31.00,58.07,79.47,114.35,21.88
HTTP DNS Lookup (ms),0.03,0.00,68.02,551.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07
HTTP Duration (excl. conn) (ms),306.13,8.59,1776.61,5193502.14,19.64,39.24,65.15,132.79,248.32,404.24,630.87,802.98,1127.21,240.19
