Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),356921.29,0.00,4027152.49,,,,,,272354.53,,782605.17,997141.98,1463311.65,321021.60
Active Decode Throughput Per User (tokens/sec/user),183366.00,0.00,2306107.78,,,,,,169463.23,,342016.41,403635.24,562090.12,126295.58
Active Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Active Total Throughput (tokens/sec),125547.28,0.00,2492403.27,,,,,,0.00,,438985.08,633230.20,1059528.61,236878.56
Credit-to-Start Latency (ms),2.62,0.77,21.60,59371.91,0.99,1.12,1.22,1.48,2.12,3.22,4.65,5.76,8.57,1.64
Decode Duration (ms),0.84,0.00,22.34,19015.80,0.00,0.00,0.00,0.00,0.00,1.28,2.60,3.69,6.80,1.52
E2E Output Token Throughput (tokens/sec/user),10022.51,30.35,95925.51,227300433.99,114.18,152.57,188.46,447.19,2212.39,18469.15,29302.54,35874.51,51661.40,13133.80
Effective Concurrency,8.28,0.00,50.00,,,,,,5.00,,21.00,24.00,30.00,8.87
Effective Decode Concurrency,0.43,0.00,12.00,,,,,,0.00,,2.00,3.00,5.00,1.04
Effective Decode Throughput (tokens/sec),78152.00,0.00,4027152.49,,,,,,0.00,,301394.29,523734.59,1025887.52,210597.38
Effective Decode Throughput Per User (tokens/sec/user),40149.85,0.00,2306107.78,,,,,,0.00,,183723.25,265130.60,411389.59,96138.69
Effective Latency (CO-aware) (ms),19.04,6.15,68.77,431866.97,9.74,11.85,13.09,15.35,18.38,22.08,25.62,27.94,35.41,5.27
Effective Prefill Concurrency,7.85,0.00,49.00,,,,,,3.00,,21.00,24.00,29.00,8.87
Effective Prefill Throughput (tokens/sec),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,,,,,,0.00,,0.00,0.00,0.00,0.00
Effective Total Throughput (tokens/sec),78403.13,0.00,2492403.27,,,,,,0.00,,297992.92,499114.03,943827.07,196818.04
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2.94,1.00,43.00,66581.00,1.00,1.00,1.00,1.00,2.00,3.00,7.00,10.00,16.00,3.30
HTTP Chunks Sent,1.00,1.00,1.00,22679.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,18.34,318.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37
HTTP Connection Overhead (ms),0.02,0.00,32.20,451.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57
HTTP Connection Reused (ratio),1.00,0.00,1.00,22628.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.05
HTTP Data Received (KB),40.06,0.50,465.11,908455.12,0.96,0.96,0.96,0.96,6.77,78.83,115.55,136.72,197.18,53.42
HTTP Data Sent (KB),29.36,3.77,127.48,665951.22,4.01,4.38,7.54,13.88,26.62,30.87,57.53,78.71,113.35,21.71
HTTP DNS Lookup (ms),0.01,0.00,13.86,133.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
HTTP Duration (excl. conn) (ms),16.31,4.14,60.13,369946.00,6.53,8.30,9.76,12.40,15.66,19.65,23.38,25.69,33.37,5.58
HTTP Receiving (ms),0.86,0.00,22.34,19565.49,0.00,0.00,0.00,0.00,0.16,1.31,2.62,3.72,6.82,1.52
HTTP Sending (ms),0.26,0.06,18.84,5791.09,0.12,0.15,0.17,0.19,0.21,0.23,0.27,0.33,1.39,0.46
HTTP Total Time (ms),16.33,4.14,77.93,370397.67,6.53,8.30,9.76,12.40,15.66,19.66,23.38,25.71,33.48,5.68
HTTP Waiting (TTFB) (ms),15.19,3.73,46.87,344589.42,6.02,7.66,8.94,11.48,14.56,18.35,21.94,24.35,30.44,5.24
Input Sequence Length (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter Chunk Latency (ms),0.00,0.00,13.13,19015.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.08
Inter Token Latency (ms),0.00,0.00,0.22,69.40,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Count (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Output Token Throughput Per User (tokens/sec/user),218070.15,4500.33,751753.57,2357120302.59,35242.49,72424.19,93908.92,136664.18,207193.97,281439.56,352503.71,407875.56,552542.76,107036.63
Prefill Throughput Per User (tokens/sec/user),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Request Latency (ms),16.41,4.10,60.24,372061.13,6.61,8.40,9.85,12.49,15.75,19.74,23.47,25.79,33.45,5.58
Time to First Output Token (ms),15.57,4.10,55.45,353045.33,6.40,8.03,9.33,11.86,14.92,18.71,22.31,24.71,31.01,5.27
Time to First Token (ms),15.57,4.10,55.45,353045.33,6.40,8.03,9.33,11.86,14.92,18.71,22.31,24.71,31.01,5.27
Time to Second Token (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tokens In Flight (tokens),104.61,0.00,3544.00,,,,,,0.00,,414.00,699.00,1313.00,274.35
Usage Completion Tokens (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86
Usage Prompt Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),171.20,1.00,2000.00,3882702.00,3.00,3.00,3.00,3.00,28.00,338.00,496.00,587.10,847.22,229.86

Metric,Value
Benchmark Duration (sec),44.92
Input Token Throughput (tokens/sec),0.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),86277.59
Replay Schedule Degraded,0.00
Replay Schedule Lag p50 (ms),2.28
Replay Schedule Lag p90 (ms),5.16
Replay Schedule Lag p99 (ms),9.84
Request Count,22679.00
Request Throughput (requests/sec),503.95
Total Input Sequence Length (tokens),0.00
Total Output Sequence Length (tokens),3882702.00
Total Output Tokens (tokens),3882702.00
Total Token Throughput (tokens/sec),86277.59
Total Usage Completion Tokens (tokens),3882702.00
Total Usage Prompt Tokens (tokens),0.00
Total Usage Total Tokens (tokens),3882702.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
